review_id,published_at,author,date,rating,text,pros,cons
0196c4a9-1341-7b18-906d-f16b7d9cceeb,1747056138,Инна К.,12 мая 2025,5,Отличный !!!,,
0196c491-de01-7567-a7d5-b48b49cd9325,1747054616,Евгений Б.,12 мая 2025,5,Только распаковал. Думаю удовлетворит мои желания. Хочется новшеств по современной технологии.,,
0196c300-bfbe-7151-8de6-c6116fedaf77,1747028330,Сергей,12 мая 2025,5,Доставка вовремя! Ребёнок остался очень доволен!,,
0196c065-62f8-75e2-bdfb-deedd804c3ca,1746984594,Никита н.,11 мая 2025,5,все в лучшем виде,,
0196be6b-7994-7e06-856b-47fab680538d,1746951520,Пользователь предпочёл скрыть свои данные,11 мая 2025,5,"Ну что сказать- прикольная игрушка. Покупали нашей маме и бабушке подарок на юбилей, остановились на этой станции. Очень хорошая громкость, для нас это был основной критерий, т к мама недослышивает. Колонку слышит отлично, уж не знаю как соседи это выдержат?)) мама разговаривает с ней уважительно))) и Алису не обижает)) на второй день колонка ужи...",,
0196bd64-3e49-71ad-a306-edf828c7132d,1746934186,Светлана Б.,11 мая 2025,5,"подключили ,работает.Внуки рады",,
0196bbac-60da-7a7b-9100-ad8b74dda265,1746905359,Дмитрий Н.,10 мая 2025,5,всё чётко работает!!! рекомендую!!!,,
0196baf3-58a8-7ce9-add6-c0bce25e4d3f,1746893240,Пользователь предпочёл скрыть свои данные,10 мая 2025,5,оценить не могу брали на подарок.,,
0196baee-1d5a-7803-80f1-6bfb73d3add4,1746892891,Алексей Б.,10 мая 2025,5,"очень понравилось, класс, спасибо.",,
0196b91a-8bf3-7aac-976c-d3fab5e27f8e,1746862388,Даниил Т.,10 мая 2025,5,"Отлично работает. Стоит своих денег и обязуется к покупке, если вы планируете «умный дом»",,
0196b6e9-7513-72e4-8ff3-0a2b2cca311b,1746825476,Николай С.,10 мая 2025,5,"Отличный, бывает переодически теряет связь и сразу восстанавливает. По звуку выше среднего. Для своих задач неплохой аппарат.",,
0196b4f4-c786-7736-a49f-f6548ffeae61,1746792664,Наталья К.,9 мая 2025,5,"Класная штука! Очень компактная, аккуратная. Красивая подсветка, меняется. Очень понравилась в общении)))",,
0196b47d-186a-7e7b-bd45-c6778529782f,1746784820,Илья,9 мая 2025,5,Все нормально,,
0196b1a1-aa4b-702c-ba97-a70ffe18815c,1746736885,Елена Ш.,8 мая 2025,5,"Я безумно рада такой колонке,давно о ней мечтала. Спасибо производителю. Рекомендую",,
0196b006-716a-77a6-8dae-1ad2e8899102,1746709939,василий г.,8 мая 2025,5,ок,,
0196af12-4d6f-7209-9933-65617eee6453,1746693937,Михаил М.,8 мая 2025,4,"Отличная калинка с самыми лучшими голосовым помощником. 30 вт чистого звука с глубоким басом. Яркий вид сенсорной панели управления, динамично меняется в такт музыки. Отлично узнаёт не только хозяина и детей, но и адекватно реагирует на шёпот. С её помощью легко управлять умными устройствами. Если возможность включения режима мультирума, когда все колонки...",,
0196abfb-3a2b-7dbc-88b5-a6109fac8f86,1746642091,Константин С.,7 мая 2025,5,Отличная колонка,,
0196ab69-d3d8-7b88-a63d-3d2c4b18023e,1746632562,Татьяна,7 мая 2025,5,"Все работает, колонка хорошая!",,
0196a8cf-49f5-7886-bd14-a833858dcb92,1746588880,Ангелина С.,7 мая 2025,5,Все отлично работает,,
0196a657-2e3b-7305-85c5-8a19c5d701be,1746555798,Олег О.,6 мая 2025,2,"Знакомство началось с вопроса ""Через тебя можно подключить устройство зигби?"". Ответ ""Нет. Нужно приобрести хаб"". После 5 минут общения и просмотра возможностей станции 2 Алиса сдалась и сказала, что можно. И это с подключённым яндекс gpt.
4 года назад купил родителям колонку яндекс. За это время ответы почти не изменились. Не имеет смысла подключать...",,
0196a624-a7da-764c-bb1d-d6b47bd83d6c,1746544143,Радик М.,6 мая 2025,5,"Подарок понравился, заказчик доволен)",,
0196a412-7f64-7f2e-a10c-4803a16a7b3d,1746509399,Анна К.,6 мая 2025,5,"Каждый день нас радует. Очень довольны, что приобрели это чудо.",,
0196a1a6-cdfc-721b-b953-5382f039fbaa,1746468791,Станислав А.,5 мая 2025,5,Колонка бомба! Жене подарок понравился!,,
0196a066-bc79-7661-ad48-f45fe8150a94,1746447812,Николай Б.,5 мая 2025,4,"до нее была станция миди-первая любовь. нравилась во всем! но увы продержалась полгода и заглючила- перестала выполнять команды умного дома. озон, спасибо отдельное, возврат одобрил по гарантии. решил заказать станцию 2 . динамик чуток мощнее. сама немного выше. но невнимательно прочел описание- у 2йки нет дисплея с часами и глазками алисы, эх . звезду...",,
0196a03f-37e5-7893-b853-844808e286ed,1746445221,Дмитрий Л.,5 мая 2025,5,жена довольна,,
0196a01a-4720-75d0-8394-ae1ffe06e072,1746442806,Людмила Д.,5 мая 2025,5,супер,,
01969e95-27b3-7dba-9227-0f9559b0e7bd,1746417324,Анжелика С.,5 мая 2025,5,"пока что все хорошо
добавляю через время
спасибо 💐",,
01969cc7-94e0-7481-a216-e1d601b1606d,1746387049,swetol s.,4 мая 2025,5,Яндекс и яндекс. Ни чего полезного,,
01969c6e-f1cf-7c52-9674-a1d8d45d9cea,1746381239,Денис П.,4 мая 2025,5,"Качество соответствует цене, советую к покупке.",,
01969c59-877b-7e4d-8029-5fda3b611ffb,1746380048,Пользователь предпочёл скрыть свои данные,4 мая 2025,5,Все супер!,,
01969bb5-f3fd-7183-901d-45b0187a477f,1746377848,Александр Т.,4 мая 2025,5,коробка помята,,
0196970f-71fd-7c6a-8d50-3016d0f31f6d,1746291098,Катерина,3 мая 2025,5,Тупит иногда. Но оно у всех так. Играет громко. Красивая.,,
01969696-6779-7dc9-92ca-13d2b5ffe8b3,1746283162,Сергей М.,3 мая 2025,5,хорошая колонка,,
019695df-e23d-7369-9853-aac5527996f7,1746271299,Олег И.,3 мая 2025,5,Настроилась моментально 😗Яндекс плюс у меня уже был активирован Алиса его нашла и все работает,,
01969204-1e79-78a8-bfbc-8cdf9e3b69af,1746206468,Екатерина С.,2 мая 2025,5,отличная колонка! звук устраивает! по блютусу подключается с устройствами,,
019690c1-8f55-7e50-95c2-6100fd93c7d0,1746185327,Роман М.,2 мая 2025,5,"Хорошая колонка, всё работает",,
01968d93-1c89-773b-9159-050d12cc2600,1746131951,Юля У.,1 мая 2025,5,"Отличная колонка! все целое,доставка быстрая!",,
01968d1c-a4cc-7584-894f-a7da5fba703b,1746124187,Дмитрий С.,1 мая 2025,5,"вроде норм, но иногда включается сама или наоборот плохо слышит запрос игнорирую",,
01968c8a-c39f-7530-a6a1-10325d77c6cc,1746721165,Марина Р.,изменен 8 мая 2025,3,"Очень растроила упаковка, то есть ее отсутствие. Дорогой товар, а упакован только в слюду. Вся коробка потертая, слюда во многих местах порвана. Коробку кще не вскрывали, колонку купили в подарок дочке. Надеюсь колонка будет исправна. Потом дополню отзыв. Хочу добавить отзыв. Коробку вскрыли, настроили. Она работает. Никаких повреждений нет. Она классная!..",,
01968c74-84b9-7e8d-80cc-5c6f06e7bdbb,1746113169,Мария Р.,1 мая 2025,5,"Классная вещь! Дешевле, чем везде. Пришло на следующий день после заказа, все идеально упакованное в заводское, настройка и прочее быстро. Можно смело брать в подарок. Стоит уже неделю, очень удобно: для всех в семье есть свой «аккаунт», Алиса всех узнает по голосам, детям контент детский только выдает, она их как-то понимает, что они хотят:). Ещё дети...",,
01968714-8270-7dad-96f0-ddec15f00aa7,1746023041,Алиса,30 апреля 2025,5,Яндекс станция 2 - Алиса замечательная !!! 😍🔥,,
019685c0-e868-78c6-a1fb-554e165faecc,1746000735,Владимир К.,30 апреля 2025,5,всё отлично,,
019684ef-bda2-7e43-b2af-9f7744725c73,1745987027,Aleksei M.,30 апреля 2025,3,"упаковка - ее просто нет, пришла в пакете, коробка имеет мелкие вмятины!
сама колонка играет довольно тихо и по громкости как версия Лайт в стереопаре, а это и дешевле и удобнее, в целом покупкой не впечатлён",,
01968216-4675-718d-9a8b-0e485d2194ef,1745939221,Алексей Ш.,29 апреля 2025,5,Я просто в восторге 👍🏻,,
019680ce-9ada-782b-a15b-8dbe9a51e6e3,1745917747,Эрнест С.,29 апреля 2025,4,"В принципе отличная вещь, подойдет именно как умная колонка. Если любите навалить музыку - jbl ваш вариант. Это именно про интерактив и док станцию, не хватает баса и звука",,
01968080-7277-75dc-8a6d-3200774f74c3,1745912625,Владимир Г.,29 апреля 2025,5,я в восторге. звук что надо,,
01968069-68b6-7205-9e84-b77c78742371,1745911115,Анжела М.,29 апреля 2025,2,"Пишу отзыв после эксплуатации пару месяцев. Колонка огонь, привыкли в ней, как к родной, но.... По прошествии трёх месяцев колонка перестала распознавать родное зарядное устройство и отказывается работать. Ума не приложу, что теперь делать?",,
01968050-2ed1-7594-8d34-ef42375d48ae,1745909462,Марина П.,29 апреля 2025,5,Супер 👍,,
